Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Hyundai,Grand i10,Ahmedabad,2015,20780,Petrol,First,18.9 kmpl,1197 CC,4.3
Honda,Mobilio S,Mumbai,2014,43081,Petrol,First,17.3 kmpl,1497 CC,5.25
Porsche,Cayenne Turbo,Mumbai,2010,35000,Petrol,Second,11.9 kmpl,4806 CC,32.0
Mahindra,Quanto C8,Kolkata,2013,36000,Diesel,First,17.21 kmpl,1493 CC,3.9
Toyota,Corolla H5,Mumbai,2007,67000,Petrol,Third,13.4 kmpl,1794 CC,2.2
Mahindra,KUV 100,Mumbai,2016,34079,Diesel,First,25.32 kmpl,1198 CC,3.7
BMW,3 Series,Coimbatore,2010,77849,Petrol,Second,10.9 kmpl,2497 CC,11.27
Maruti,Alto 800,Jaipur,2013,86000,Petrol,First,22.74 kmpl,796 CC,2.41
Audi,Q3 35,Pune,2015,110000,Diesel,First,15.73 kmpl,1968 CC,19.0
Toyota,Etios GD,Hyderabad,2015,116000,Diesel,Second,23.59 kmpl,1364 CC,5.8
Mahindra,XUV500 W8,Coimbatore,2016,41840,Diesel,First,15.1 kmpl,2179 CC,13.52
Toyota,Fortuner 4x2,Hyderabad,2015,19317,Diesel,First,13.0 kmpl,2982 CC,24.5
Tata,Indigo CS,Pune,2014,41000,CNG,First,24.6 km/kg,1193 CC,3.25
Mercedes-Benz,GLE 250d,Kochi,2017,25601,Diesel,First,17.9 kmpl,2143 CC,56.73
Hyundai,Creta 1.6,Jaipur,2015,83950,Diesel,First,19.67 kmpl,1582 CC,9.95
Honda,City 1.5,Pune,2012,60000,Petrol,First,16.8 kmpl,1497 CC,5.5
Audi,A4 35,Hyderabad,2015,50000,Diesel,First,17.11 kmpl,1968 CC,25.0
Maruti,Zen VXI,Kolkata,2009,37000,Petrol,First,17.3 kmpl,993 CC,1.0
Maruti,Alto LXi,Hyderabad,2011,76976,Petrol,Second,19.7 kmpl,796 CC,2.15
Maruti,Baleno Delta,Kochi,2018,21684,Petrol,First,21.4 kmpl,1197 CC,7.89
Mahindra,XUV500 W10,Delhi,2015,62000,Diesel,First,16.0 kmpl,2179 CC,10.25
Ford,Freestyle Titanium,Mumbai,2007,1261,Petrol,First,19.0 kmpl,1194 CC,6.0
Hyundai,Elite i20,Coimbatore,2017,59450,Petrol,First,18.6 kmpl,1197 CC,7.53
Mercedes-Benz,New C-Class,Coimbatore,2018,24465,Diesel,First,19.27 kmpl,2143 CC,39.45
Honda,City i,Delhi,2014,55000,Petrol,First,17.8 kmpl,1497 CC,5.84
Ford,EcoSport 1.5,Mumbai,2017,2000,Petrol,First,18.88 kmpl,1499 CC,8.65
Maruti,Baleno Alpha,Kochi,2017,25040,Petrol,First,21.4 kmpl,1197 CC,7.74
Hyundai,i10 Sportz,Bangalore,2008,84000,Petrol,First,20.36 kmpl,1197 CC,2.5
Toyota,Innova 2.5,Pune,2007,170428,Diesel,Second,12.8 kmpl,2494 CC,5.7
Maruti,Baleno Delta,Mumbai,2016,12573,Petrol,First,21.4 kmpl,1197 CC,5.8
Audi,Q7 3.0,Hyderabad,2012,88000,Diesel,First,12.07 kmpl,2967 CC,36.5
Hyundai,Santa Fe,Delhi,2012,86000,Diesel,Second,13.01 kmpl,2199 CC,9.5
Hyundai,Santro GLS,Coimbatore,2012,51019,Petrol,First,0.0 kmpl,999 CC,3.48
Honda,City 1.5,Mumbai,2013,45000,Petrol,First,17.0 kmpl,1497 CC,4.55
Hyundai,i20 1.4,Jaipur,2012,51000,Diesel,First,21.9 kmpl,1396 CC,3.9
Mahindra,Bolero SLE,Pune,2007,92000,Diesel,First,13.6 kmpl,2523 CC,2.7
Toyota,Fortuner 2.8,Pune,2017,29000,Diesel,First,12.9 kmpl,2755 CC,31.0
BMW,3 Series,Bangalore,2009,70521,Petrol,Second,10.9 kmpl,2497 CC,10.3
BMW,3 Series,Kolkata,2010,51000,Diesel,First,16.07 kmpl,1995 CC,7.75
Maruti,Wagon R,Hyderabad,2012,52618,Petrol,First,18.9 kmpl,998 CC,3.2
Maruti,Ertiga ZDI,Delhi,2013,68000,Diesel,First,25.47 kmpl,1248 CC,4.85
Land,Rover Range,Kochi,2016,29022,Diesel,Second,15.68 kmpl,1999 CC,34.08
Maruti,Ertiga SHVS,Chennai,2017,80000,Diesel,First,24.52 kmpl,1248 CC,8.1
Tata,Indigo CS,Chennai,2016,78000,Diesel,Second,25.0 kmpl,1396 CC,2.35
Maruti,Alto K10,Pune,2012,100000,Petrol,First,20.92 kmpl,998 CC,1.8
Hyundai,EON D,Coimbatore,2015,31412,Petrol,First,21.1 kmpl,814 CC,3.42
Ford,Endeavour 3.0L,Mumbai,2010,78000,Diesel,Second,11.4 kmpl,2953 CC,5.34
Ford,Endeavour 2.2,Hyderabad,2018,14000,Diesel,First,12.62 kmpl,2198 CC,31.99
Volkswagen,Vento Diesel,Bangalore,2011,80000,Diesel,First,20.54 kmpl,1598 CC,4.75
Maruti,Ciaz AT,Mumbai,2014,46738,Petrol,First,19.12 kmpl,1373 CC,6.1
Hyundai,EON D,Coimbatore,2013,54884,Petrol,Second,21.1 kmpl,814 CC,3.69
Audi,Q5 2.0,Delhi,2012,74500,Diesel,Second,14.16 kmpl,1968 CC,15.0
Mahindra,XUV500 W10,Coimbatore,2016,67472,Diesel,First,16.0 kmpl,2179 CC,14.5
Maruti,Swift VDI,Hyderabad,2013,84000,Diesel,First,28.4 kmpl,1248 CC,5.65
Maruti,Ritz VDi,Kolkata,2011,77400,Diesel,First,21.1 kmpl,1248 CC,2.5
Mercedes-Benz,New C-Class,Mumbai,2017,14470,Diesel,First,19.71 kmpl,2143 CC,38.5
Renault,Duster 110PS,Kolkata,2014,52108,Diesel,First,19.01 kmpl,1461 CC,5.49
Maruti,Swift Dzire,Kolkata,2013,40000,Petrol,First,19.1 kmpl,1197 CC,3.55
Toyota,Innova 2.5,Jaipur,2014,105044,Diesel,First,12.99 kmpl,2494 CC,10.75
Hyundai,Creta 1.6,Delhi,2016,24347,Petrol,First,15.8 kmpl,1591 CC,11.0
Maruti,SX4 ZDI,Ahmedabad,2014,58000,Diesel,First,21.79 kmpl,1248 CC,4.5
Mahindra,XUV500 W8,Kochi,2014,49663,Diesel,First,15.1 kmpl,2179 CC,8.42
Honda,City i-VTEC,Mumbai,2017,17000,Petrol,First,18.0 kmpl,1497 CC,11.6
Jaguar,XF 2.2,Kochi,2016,13418,Diesel,First,16.36 kmpl,2179 CC,33.63
Ford,Fiesta 1.4,Pune,2008,117080,Diesel,Third,17.8 kmpl,1399 CC,2.25
BMW,5 Series,Mumbai,2010,74000,Petrol,First,10.8 kmpl,2497 CC,12.95
Maruti,Swift VDI,Hyderabad,2010,86514,Diesel,First,17.8 kmpl,1248 CC,4.25
Audi,A6 2011-2015,Coimbatore,2014,66882,Diesel,First,17.68 kmpl,1968 CC,25.02
Honda,Brio 1.2,Kochi,2014,41460,Petrol,First,18.5 kmpl,1198 CC,3.95
Honda,City 1.5,Mumbai,2011,57000,Petrol,First,16.8 kmpl,1497 CC,4.4
Volkswagen,Polo Petrol,Bangalore,2015,34010,Petrol,Third,16.47 kmpl,1198 CC,4.95
Mahindra,Scorpio SLE,Pune,2010,96813,Diesel,Second,12.05 kmpl,2179 CC,5.5
Honda,City V,Mumbai,2011,84000,Petrol,First,16.8 kmpl,1497 CC,3.25
Skoda,Rapid 1.6,Kochi,2013,50004,Petrol,First,15.0 kmpl,1598 CC,4.02
Mahindra,XUV500 W6,Coimbatore,2016,67995,Diesel,First,16.0 kmpl,2179 CC,11.73
Volkswagen,Jetta 2007-2011,Chennai,2012,55000,Diesel,First,15.0 kmpl,1896 CC,9.5
Maruti,Baleno Alpha,Hyderabad,2017,14900,Petrol,First,21.4 kmpl,1197 CC,8.6
Honda,Amaze EX,Jaipur,2013,70961,Diesel,First,25.8 kmpl,1498 CC,4.0
Volkswagen,Vento 1.6,Mumbai,2015,40194,Petrol,First,15.04 kmpl,1598 CC,5.55
Maruti,Alto 800,Hyderabad,2015,96000,Petrol,First,22.74 kmpl,796 CC,2.5
Land,Rover Discovery,Mumbai,2017,35000,Diesel,First,18.0 kmpl,2993 CC,41.6
Honda,City i,Delhi,2015,50000,Petrol,First,18.0 kmpl,1497 CC,7.41
Nissan,Terrano XL,Mumbai,2014,50000,Diesel,First,19.01 kmpl,1461 CC,6.5
Maruti,Alto LXi,Mumbai,2008,26299,Petrol,First,19.7 kmpl,796 CC,1.2
Toyota,Fortuner 2.8,Bangalore,2015,150386,Diesel,First,14.24 kmpl,2755 CC,23.0
Hyundai,i20 1.4,Kolkata,2012,60000,Diesel,First,21.9 kmpl,1396 CC,2.74
Ford,Figo Diesel,Hyderabad,2013,65000,Diesel,First,20.0 kmpl,1399 CC,3.9
Maruti,Vitara Brezza,Ahmedabad,2017,80000,Diesel,First,24.3 kmpl,1248 CC,8.0
Hyundai,Verna 1.6,Chennai,2012,92000,Diesel,Third,22.32 kmpl,1582 CC,4.0
Hyundai,Tucson 2.0,Mumbai,2016,13000,Petrol,First,12.95 kmpl,1999 CC,17.75
Maruti,Ritz VDi,Coimbatore,2013,73278,Diesel,First,21.1 kmpl,1248 CC,5.05
Audi,A4 2.0,Mumbai,2011,38000,Petrol,First,10.8 kmpl,1984 CC,12.0
Mercedes-Benz,E-Class E250,Kochi,2016,46936,Diesel,First,13.0 kmpl,2143 CC,29.6
Renault,Duster 85PS,Jaipur,2015,55000,Diesel,First,19.87 kmpl,1461 CC,6.5
Honda,Amaze S,Mumbai,2014,19000,Petrol,First,15.5 kmpl,1198 CC,4.75
Volvo,S60 D4,Coimbatore,2016,42259,Diesel,First,9.0 kmpl,1984 CC,24.36
Maruti,Swift Dzire,Mumbai,2011,14000,Petrol,Second,17.5 kmpl,1197 CC,3.2
Maruti,Wagon R,Kolkata,2016,16956,Petrol,First,22.5 kmpl,998 CC,3.6
Maruti,Omni MPI,Coimbatore,2017,15473,Petrol,First,16.8 kmpl,796 CC,3.58
Maruti,SX4 VDI,Delhi,2011,75000,Diesel,First,21.5 kmpl,1248 CC,2.5
Ford,Fiesta Titanium,Ahmedabad,2013,96000,Diesel,Second,23.5 kmpl,1498 CC,3.5
Toyota,Camry Hybrid,Delhi,2015,25000,Petrol,First,19.16 kmpl,2494 CC,25.0
Maruti,Wagon R,Mumbai,2010,38000,Petrol,Second,22.5 kmpl,998 CC,1.75
Mercedes-Benz,E-Class E270,Bangalore,2005,54000,Diesel,First,11.0 kmpl,2987 CC,10.0
Maruti,Baleno Zeta,Jaipur,2018,4131,Petrol,First,21.4 kmpl,1197 CC,7.75
Honda,Jazz 1.2,Hyderabad,2016,31700,Petrol,First,18.7 kmpl,1199 CC,6.45
Mahindra,Scorpio S10,Pune,2017,66988,Diesel,First,15.4 kmpl,2179 CC,10.0
Volkswagen,Polo 1.2,Mumbai,2014,54230,Petrol,First,16.47 kmpl,1198 CC,4.5
Hyundai,i20 1.2,Kolkata,2015,35000,Petrol,First,17.0 kmpl,1197 CC,3.4
Toyota,Camry W4,Mumbai,2010,62714,Petrol,First,12.1 kmpl,2362 CC,4.5
Maruti,Wagon R,Hyderabad,2015,45295,Petrol,First,18.9 kmpl,998 CC,4.3
BMW,5 Series,Pune,2018,7000,Diesel,First,18.12 kmpl,1995 CC,46.0
Maruti,Alto K10,Chennai,2016,57000,Petrol,First,24.07 kmpl,998 CC,3.4
Mercedes-Benz,New C-Class,Delhi,2013,40100,Diesel,First,14.84 kmpl,2143 CC,14.5
Maruti,Alto 800,Delhi,2013,56000,Petrol,First,24.7 kmpl,796 CC,2.1
Maruti,Swift VXI,Mumbai,2012,15000,Petrol,First,18.6 kmpl,1197 CC,3.65
Chevrolet,Sail Hatchback,Kolkata,2014,14000,Petrol,First,18.2 kmpl,1199 CC,3.0
Hyundai,i20 Asta,Ahmedabad,2009,68000,Diesel,Second,23.0 kmpl,1396 CC,3.95
Skoda,Superb 2.5,Delhi,2012,83000,Diesel,First,11.9 kmpl,2496 CC,6.75
Toyota,Corolla Altis,Kochi,2013,81504,Diesel,First,21.43 kmpl,1364 CC,6.53
Toyota,Fortuner 4x2,Hyderabad,2015,73500,Diesel,First,13.0 kmpl,2982 CC,22.0
Skoda,Rapid 1.6,Pune,2013,52900,Petrol,First,14.3 kmpl,1598 CC,4.75
Honda,Brio 1.2,Mumbai,2017,20000,Petrol,First,16.5 kmpl,1198 CC,5.99
Volkswagen,Polo Petrol,Jaipur,2011,46000,Petrol,First,16.47 kmpl,1198 CC,3.05
Volkswagen,Polo Petrol,Delhi,2010,65000,Petrol,First,16.47 kmpl,1198 CC,2.4
Maruti,Zen Estilo,Pune,2007,42000,Petrol,Third,18.2 kmpl,998 CC,1.3
Toyota,Etios Cross,Kochi,2016,36681,Diesel,First,23.59 kmpl,1364 CC,6.71
Mahindra,XUV500 W8,Ahmedabad,2014,67000,Diesel,Second,15.1 kmpl,2179 CC,7.2
Hyundai,Grand i10,Chennai,2016,18000,Petrol,First,18.9 kmpl,1197 CC,5.4
Ford,Ecosport 1.5,Kochi,2015,56409,Diesel,First,22.7 kmpl,1498 CC,6.63
Maruti,Ertiga VXI,Mumbai,2016,65263,CNG,First,17.5 km/kg,1373 CC,7.5
Honda,City i-VTEC,Coimbatore,2018,20300,Petrol,First,18.0 kmpl,1497 CC,14.21
Honda,City 1.5,Kolkata,2010,45008,Petrol,First,17.0 kmpl,1497 CC,3.0
Maruti,Celerio ZXI,Kochi,2017,21799,Petrol,First,23.1 kmpl,998 CC,5.11
Volkswagen,Vento Petrol,Pune,2011,57328,Petrol,First,15.04 kmpl,1598 CC,3.39
Toyota,Innova Crysta,Hyderabad,2017,35358,Diesel,First,11.36 kmpl,2755 CC,22.99
Hyundai,i20 Magna,Delhi,2009,46946,Petrol,Second,18.5 kmpl,1197 CC,2.35
Maruti,Ritz VDi,Kolkata,2012,39772,Diesel,First,23.2 kmpl,1248 CC,2.85
Audi,A6 2011-2015,Delhi,2014,58000,Diesel,First,17.68 kmpl,1968 CC,18.5
Renault,Duster Petrol,Bangalore,2014,52000,Petrol,First,13.24 kmpl,1598 CC,5.99
Honda,Civic 2006-2010,Hyderabad,2008,152000,Petrol,Second,13.5 kmpl,1799 CC,3.0
Tata,Tiago 1.2,Jaipur,2016,42700,Petrol,First,23.84 kmpl,1199 CC,3.6
Audi,A4 2.0,Hyderabad,2014,60000,Diesel,First,16.55 kmpl,1968 CC,24.0
Maruti,Swift Dzire,Coimbatore,2015,33195,Petrol,First,19.1 kmpl,1197 CC,6.26
Toyota,Fortuner 2.8,Hyderabad,2010,110000,Diesel,First,14.24 kmpl,2755 CC,13.7
Mercedes-Benz,M-Class ML,Mumbai,2016,52000,Diesel,First,15.26 kmpl,2143 CC,35.0
Hyundai,i20 Magna,Kochi,2015,64399,Diesel,First,21.9 kmpl,1396 CC,5.02
Maruti,Wagon R,Mumbai,2015,55000,Petrol,First,21.5 kmpl,1197 CC,3.1
Volkswagen,Vento Diesel,Bangalore,2012,50000,Diesel,First,20.54 kmpl,1598 CC,5.5
Maruti,Swift Dzire,Kolkata,2014,33485,Petrol,First,19.1 kmpl,1197 CC,3.59
Fiat,Linea Emotion,Kolkata,2015,32000,Diesel,First,20.4 kmpl,1248 CC,4.65
Honda,City 1.5,Bangalore,2009,71400,Petrol,Third,17.0 kmpl,1497 CC,3.8
Hyundai,Creta 1.6,Hyderabad,2016,41713,Diesel,First,19.67 kmpl,1582 CC,12.5
Honda,City i-DTEC,Hyderabad,2017,46000,Diesel,First,25.6 kmpl,1498 CC,12.9
Maruti,Omni 8,Hyderabad,2015,52950,Petrol,First,14.0 kmpl,796 CC,2.35
Maruti,Swift LXI,Chennai,2015,29500,Petrol,First,20.4 kmpl,1197 CC,4.15
Mercedes-Benz,M-Class ML,Coimbatore,2012,63888,Diesel,First,14.0 kmpl,2987 CC,22.58
Maruti,Alto 800,Ahmedabad,2016,60000,Petrol,First,24.7 kmpl,796 CC,2.65
Ford,Figo Petrol,Delhi,2010,59196,Petrol,Second,15.6 kmpl,1196 CC,2.25
Toyota,Innova Crysta,Hyderabad,2016,121362,Diesel,First,13.68 kmpl,2393 CC,16.0
BMW,5 Series,Mumbai,2013,78000,Diesel,First,18.48 kmpl,1995 CC,19.5
Hyundai,Santa Fe,Bangalore,2015,59000,Diesel,First,13.01 kmpl,2199 CC,21.0
BMW,5 Series,Ahmedabad,2012,95000,Diesel,Second,22.48 kmpl,1995 CC,17.5
Ford,Fiesta EXi,Hyderabad,2010,84000,Diesel,Second,17.8 kmpl,1399 CC,2.41
Toyota,Etios GD,Bangalore,2012,58253,Diesel,Second,23.59 kmpl,1364 CC,4.45
Land,Rover Range,Coimbatore,2014,64557,Diesel,Second,12.7 kmpl,2179 CC,29.93
Toyota,Etios Liva,Pune,2012,24500,Petrol,Second,18.3 kmpl,,2.95
Maruti,Alto LX,Kolkata,2009,68078,Petrol,First,19.7 kmpl,796 CC,1.02
Toyota,Fortuner 3.0,Jaipur,2009,149706,Diesel,First,11.5 kmpl,2982 CC,11.0
Toyota,Qualis RS,Pune,2004,215750,Diesel,Second,0.0 kmpl,2446 CC,3.5
Ford,Ecosport 1.5,Mumbai,2013,25984,Petrol,First,15.8 kmpl,1499 CC,5.35
Maruti,Baleno Sigma,Mumbai,2017,15544,Petrol,First,21.4 kmpl,1197 CC,5.65
Mini,Cooper Countryman,Mumbai,2015,34000,Diesel,First,23.8 kmpl,1998 CC,22.0
Hyundai,Verna 1.6,Mumbai,2013,24000,Petrol,First,17.01 kmpl,1591 CC,5.95
Ford,Figo Diesel,Pune,2011,95000,Diesel,Third,20.0 kmpl,1399 CC,2.35
Honda,Amaze S,Pune,2014,52000,Diesel,Second,25.8 kmpl,1498 CC,4.1
Renault,Duster 110PS,Pune,2012,135000,Diesel,First,19.01 kmpl,1461 CC,5.4
Ford,EcoSport 1.5,Delhi,2017,39000,Diesel,First,23.0 kmpl,1498 CC,8.45
BMW,X6 xDrive30d,Jaipur,2013,45306,Diesel,Second,11.2 kmpl,2993 CC,42.5
Toyota,Fortuner 2.8,Mumbai,2010,140000,Diesel,First,14.24 kmpl,2755 CC,10.75
Hyundai,Santro Xing,Pune,2010,55000,LPG,Second,13.45 km/kg,1086 CC,1.65
Mahindra,Ssangyong Rexton,Kochi,2015,67415,Diesel,First,11.18 kmpl,2696 CC,11.03
Maruti,Celerio VXI,Kolkata,2016,25562,Petrol,First,23.1 kmpl,998 CC,3.5
Hyundai,i20 Sportz,Jaipur,2016,30292,Petrol,First,18.6 kmpl,1197 CC,6.3
Ford,EcoSport 1.0,Bangalore,2014,84056,Petrol,First,18.88 kmpl,999 CC,6.75
Maruti,Ciaz VDi,Jaipur,2017,62691,Diesel,First,26.21 kmpl,1248 CC,7.5
Audi,A4 2.0,Pune,2013,87000,Diesel,First,17.11 kmpl,1968 CC,15.5
Honda,Amaze S,Delhi,2015,52513,Petrol,First,18.0 kmpl,1198 CC,4.65
Ford,EcoSport 1.5,Kochi,2016,43983,Petrol,First,15.63 kmpl,1499 CC,7.58
Maruti,Alto K10,Hyderabad,2013,90121,Petrol,First,20.92 kmpl,998 CC,2.2
Audi,A6 3.0,Bangalore,2011,50000,Diesel,Third,16.77 kmpl,2967 CC,21.0
Volkswagen,Passat Diesel,Kolkata,2011,42500,Diesel,First,18.33 kmpl,1968 CC,5.25
Maruti,Swift VDI,Kochi,2016,62192,Diesel,First,28.4 kmpl,1248 CC,5.22
Mahindra,Logan Diesel,Chennai,2011,128000,Diesel,Third,19.2 kmpl,1461 CC,2.0
Maruti,Ciaz Alpha,Kochi,2018,38394,Petrol,First,21.56 kmpl,1462 CC,9.18
Tata,Nano Lx,Coimbatore,2013,37287,Petrol,First,26.0 kmpl,624 CC,1.74
Honda,City 1.5,Delhi,2011,60000,Petrol,First,16.8 kmpl,1497 CC,4.45
Ford,Figo 2015-2019,Coimbatore,2017,39419,Petrol,First,18.16 kmpl,1196 CC,4.95
Hyundai,i20 Sportz,Delhi,2014,55000,Diesel,First,22.54 kmpl,1396 CC,5.64
Ford,EcoSport 1.5,Mumbai,2016,7000,Petrol,First,18.88 kmpl,1499 CC,6.9
Audi,A4 2.0,Hyderabad,2011,85000,Diesel,First,16.55 kmpl,1968 CC,13.95
BMW,1 Series,Hyderabad,2013,51000,Diesel,Second,20.58 kmpl,1995 CC,17.0
Tata,Safari DICOR,Bangalore,2012,90000,Diesel,Second,13.93 kmpl,2179 CC,4.6
Mahindra,Scorpio VLX,Jaipur,2010,105000,Diesel,Second,12.05 kmpl,2179 CC,5.21
Hyundai,Creta 1.6,Coimbatore,2017,36458,Petrol,First,15.29 kmpl,1591 CC,12.34
Honda,City ZX,Chennai,2006,109000,Petrol,First,16.9 kmpl,1497 CC,1.5
BMW,X1 sDrive,Delhi,2015,49000,Diesel,First,17.05 kmpl,1995 CC,22.99
Porsche,Cayman 2009-2012,Mumbai,2011,8000,Petrol,First,9.0 kmpl,3436 CC,43.0
Land,Rover Range,Hyderabad,2010,45000,Diesel,First,14.7 kmpl,2993 CC,40.0
Maruti,Alto LXi,Chennai,2008,68000,Petrol,Third,19.7 kmpl,796 CC,1.2
Hyundai,i10 Asta,Mumbai,2011,54000,Petrol,First,19.2 kmpl,1197 CC,2.9
Hyundai,Elantra 2.0,Delhi,2016,28000,Petrol,First,14.62 kmpl,1999 CC,13.9
Maruti,Ciaz RS,Delhi,2016,38500,Diesel,Second,28.09 kmpl,1248 CC,7.85
BMW,X5 xDrive,Coimbatore,2016,17738,Diesel,First,15.3 kmpl,2993 CC,54.45
Chevrolet,Tavera LT,Kolkata,2012,67132,Diesel,First,13.58 kmpl,2499 CC,4.75
Volkswagen,Vento 1.5,Mumbai,2011,47000,Diesel,First,20.64 kmpl,1498 CC,3.25
Honda,City i,Mumbai,2015,28005,Petrol,First,17.8 kmpl,1497 CC,7.1
Maruti,Swift VXI,Kolkata,2017,13000,Petrol,First,20.4 kmpl,1197 CC,4.65
Volkswagen,Jetta 2012-2014,Kolkata,2012,67000,Diesel,First,19.33 kmpl,1968 CC,5.0
Hyundai,i20 Sportz,Delhi,2015,50000,Petrol,First,18.6 kmpl,1197 CC,4.95
Mahindra,XUV500 W8,Bangalore,2014,55000,Diesel,First,15.1 kmpl,2179 CC,9.8
Mercedes-Benz,E-Class E,Coimbatore,2019,9312,Diesel,First,18.0 kmpl,2987 CC,78.8
Maruti,Celerio LXI,Kolkata,2015,30458,Petrol,First,23.1 kmpl,998 CC,2.99
Volkswagen,Vento 1.6,Mumbai,2014,46000,Petrol,First,15.04 kmpl,1598 CC,4.45
Tata,Nano XT,Pune,2011,50000,Petrol,Second,23.9 kmpl,624 CC,0.75
Hyundai,Xcent 1.2,Delhi,2016,36676,CNG,First,25.0 km/kg,1197 CC,5.0
Ford,EcoSport 1.5,Chennai,2014,72563,Diesel,Second,22.77 kmpl,1498 CC,5.0
Maruti,Swift 1.3,Pune,2015,67000,Petrol,First,16.1 kmpl,,4.7
Hyundai,Elantra 2.0,Coimbatore,2015,58239,Petrol,First,14.62 kmpl,1999 CC,9.69
Chevrolet,Enjoy 1.3,Coimbatore,2015,57934,Diesel,First,18.2 kmpl,1248 CC,5.5
BMW,X5 xDrive,Chennai,2017,6500000,Diesel,First,15.97 kmpl,2993 CC,65.0
Volkswagen,Polo 1.5,Jaipur,2015,63000,Diesel,First,20.14 kmpl,1498 CC,5.11
Skoda,Fabia 1.2,Mumbai,2012,27014,Petrol,First,16.25 kmpl,1198 CC,2.19
Volkswagen,Vento Diesel,Chennai,2012,90906,Diesel,First,20.54 kmpl,1598 CC,4.25
Mahindra,Ssangyong Rexton,Hyderabad,2013,61202,Diesel,First,11.18 kmpl,2696 CC,14.5
Nissan,Terrano XL,Mumbai,2014,51000,Diesel,First,19.87 kmpl,1461 CC,5.65
Toyota,Fortuner 2.8,Ahmedabad,2016,88008,Diesel,Second,12.9 kmpl,2755 CC,22.5
Maruti,Swift 1.3,Mumbai,2007,55000,Petrol,Second,16.1 kmpl,,1.75
Toyota,Corolla H4,Jaipur,2004,160000,Petrol,Second,11.3 kmpl,1794 CC,1.5
Hyundai,i10 Sportz,Kochi,2012,42591,Petrol,First,20.36 kmpl,1197 CC,3.2
Hyundai,i20 1.4,Bangalore,2012,67000,Diesel,First,23.0 kmpl,1396 CC,4.5
Honda,Amaze S,Pune,2014,48000,Diesel,Second,25.8 kmpl,1498 CC,4.5
Hyundai,Verna 1.6,Jaipur,2014,97000,Diesel,First,22.32 kmpl,1582 CC,8.0
Mercedes-Benz,GLA Class,Mumbai,2018,10000,Diesel,First,17.9 kmpl,2143 CC,28.9
Volkswagen,Polo 1.5,Coimbatore,2015,56900,Diesel,First,20.14 kmpl,1498 CC,4.1
Hyundai,Santro AT,Hyderabad,2006,74483,Petrol,First,0.0 kmpl,999 CC,2.3
Maruti,Baleno Zeta,Kochi,2017,36152,Petrol,First,21.4 kmpl,1197 CC,7.22
Maruti,Swift VDI,Hyderabad,2014,85512,Diesel,First,22.9 kmpl,1248 CC,5.8
Mahindra,Xylo D2,Chennai,2013,234000,Diesel,Second,14.0 kmpl,2489 CC,3.5
Ford,Ecosport 1.5,Bangalore,2013,36000,Diesel,Second,22.7 kmpl,1498 CC,6.35
Mahindra,XUV500 W8,Delhi,2015,36096,Diesel,First,15.1 kmpl,2179 CC,8.85
Chevrolet,Beat LS,Hyderabad,2010,111111,Petrol,Second,18.6 kmpl,1199 CC,2.0
Hyundai,Verna 1.6,Bangalore,2012,73000,Petrol,First,17.01 kmpl,1591 CC,5.5
Hyundai,Grand i10,Kolkata,2014,44300,Petrol,Second,18.9 kmpl,1197 CC,2.3
Renault,Duster 110PS,Bangalore,2014,74500,Diesel,First,19.01 kmpl,1461 CC,7.95
Hyundai,Xcent 1.2,Coimbatore,2016,21495,Petrol,First,19.1 kmpl,1197 CC,6.16
Hyundai,i10 Sportz,Delhi,2012,59000,Petrol,First,20.36 kmpl,1197 CC,2.85
Mercedes-Benz,GLA Class,Delhi,2016,23000,Petrol,First,13.7 kmpl,1991 CC,25.0
Mercedes-Benz,New C-Class,Coimbatore,2008,50135,Diesel,First,15.8 kmpl,2148 CC,10.36
Mercedes-Benz,CLA 200,Delhi,2016,25000,Petrol,First,15.04 kmpl,1991 CC,26.0
Hyundai,Verna 1.6,Kolkata,2013,47000,Diesel,First,22.32 kmpl,1582 CC,4.35
Mahindra,Xylo D2,Chennai,2016,150000,Diesel,First,14.95 kmpl,2489 CC,4.5
Maruti,Swift Dzire,Delhi,2015,53503,Diesel,First,26.59 kmpl,1248 CC,5.0
Hyundai,i10 Sportz,Ahmedabad,2014,47003,Petrol,First,20.36 kmpl,1197 CC,3.67
Tata,Safari Storme,Delhi,2014,80000,Diesel,First,14.0 kmpl,2179 CC,6.0
Hyundai,Grand i10,Coimbatore,2018,20492,Petrol,First,18.9 kmpl,1197 CC,6.34
Mini,Cooper Convertible,Chennai,2012,17000,Petrol,Second,16.82 kmpl,1998 CC,22.0
Toyota,Corolla H5,Delhi,2006,79000,Petrol,Second,13.4 kmpl,1794 CC,1.67
Toyota,Corolla Altis,Kolkata,2014,27000,Petrol,First,14.28 kmpl,1798 CC,7.95
Maruti,Grand Vitara,Kochi,2018,28786,Petrol,First,10.4 kmpl,2393 CC,9.74
Mahindra,XUV500 W8,Chennai,2011,143354,Diesel,Second,16.0 kmpl,1997 CC,6.0
Maruti,Estilo LXI,Chennai,2008,56000,Petrol,Second,19.5 kmpl,1061 CC,1.5
Mini,Cooper 3,Mumbai,2013,21000,Petrol,First,17.44 kmpl,1998 CC,21.5
Maruti,Wagon R,Pune,2014,29202,CNG,First,33.54 km/kg,998 CC,3.9
